"","SORTER","Submitted_Name","Submitted_Author","Submitted_Genus","Submitted_Rank","Name_in_database","Author_in_database","Genus_in_database","Rank_in_database","ID_in_database","Name_set","Fuzzy","Score","name.dist","author.dist","New_name","New_author","New_ID","Family","Name_spLev","Accepted_SPNAME","NOTE"
"1183",3,"Linaria vulgaris",NA,"Linaria",2,"Linaria vulgaris","Mill.","Linaria",2,"kew-2498895",1,FALSE,0.8,0,NA,NA,NA,NA,"Plantaginaceae",NA,"Linaria vulgaris",NA
"1258",9,"Medicago arabica",NA,"Medicago",2,"Medicago arabica","(L.) Huds.","Medicago",2,"ild-8482",1,FALSE,0.8,0,NA,NA,NA,NA,"Leguminosae",NA,"Medicago arabica",NA
"2099",13,"Vicia ervilia",NA,"Vicia",2,"Vicia ervilia","(L.) Willd.","Vicia",2,"ild-7810",1,FALSE,0.8,0,NA,NA,NA,NA,"Leguminosae",NA,"Vicia ervilia",NA
"1426",16,"Oxalis corniculata",NA,"Oxalis",2,"Oxalis corniculata","L.","Oxalis",2,"kew-2394644",1,FALSE,0.8,0,NA,NA,NA,NA,"Oxalidaceae",NA,"Oxalis corniculata",NA
"2079",20,"Veronica arvensis",NA,"Veronica",2,"Veronica arvensis","L.","Veronica",2,"kew-2454017",1,FALSE,0.8,0,NA,NA,NA,NA,"Plantaginaceae",NA,"Veronica arvensis",NA
"549",25,"Clematis vitalba",NA,"Clematis",2,"Clematis vitalba","L.","Clematis",2,"kew-2726964",1,FALSE,0.8,0,NA,NA,NA,NA,"Ranunculaceae",NA,"Clematis vitalba",NA
"6",30,"Acer campestre",NA,"Acer",2,"Acer campestre","L.","Acer",2,"kew-2615447",1,FALSE,0.8,0,NA,NA,NA,NA,"Sapindaceae",NA,"Acer campestre",NA
"869",32,"Foeniculum vulgare",NA,"Foeniculum",2,"Foeniculum vulgare","Mill.","Foeniculum",2,"kew-2813604",1,FALSE,0.8,0,NA,NA,NA,NA,"Apiaceae",NA,"Foeniculum vulgare",NA
"532",42,"Cichorium intybus",NA,"Cichorium",2,"Cichorium intybus","L.","Cichorium",2,"gcc-37233",1,FALSE,0.8,0,NA,NA,NA,NA,"Compositae",NA,"Cichorium intybus",NA
"1864",44,"Silene latifolia",NA,"Silene",2,"Silene latifolia","Poir.","Silene",2,"kew-2488689",1,FALSE,0.8,0,NA,NA,NA,NA,"Caryophyllaceae",NA,"Silene latifolia",NA
"1568",46,"Portulaca oleracea",NA,"Portulaca",2,"Portulaca oleracea","L.","Portulaca",2,"kew-2566490",1,FALSE,0.8,0,NA,NA,NA,NA,"Portulacaceae",NA,"Portulaca oleracea",NA
"644",49,"Cymbalaria muralis",NA,"Cymbalaria",2,"Cymbalaria muralis","""P.Gaertn., B.Mey. & Scherb.""","Cymbalaria",2,"kew-2750549",1,FALSE,0.8,0,NA,NA,NA,NA,"Plantaginaceae",NA,"Cymbalaria muralis",NA
"681",50,"Datura stramonium",NA,"Datura",2,"Datura stramonium","L.","Datura",2,"kew-2757848",1,FALSE,0.8,0,NA,NA,NA,NA,"Solanaceae",NA,"Datura stramonium",NA
"939",52,"Geranium dissectum",NA,"Geranium",2,"Geranium dissectum","L.","Geranium",2,"kew-2823166",1,FALSE,0.8,0,NA,NA,NA,NA,"Geraniaceae",NA,"Geranium dissectum",NA
"537",53,"Cirsium vulgare",NA,"Cirsium",2,"Cirsium vulgare","(Savi) Ten.","Cirsium",2,"gcc-38246",1,FALSE,0.8,0,NA,NA,NA,NA,"Compositae",NA,"Cirsium vulgare",NA
"1782",55,"Sambucus ebulus",NA,"Sambucus",2,"Sambucus ebulus","L.","Sambucus",2,"kew-2486632",1,FALSE,0.8,0,NA,NA,NA,NA,"Adoxaceae",NA,"Sambucus ebulus",NA
"1252",56,"Malva sylvestris",NA,"Malva",2,"Malva sylvestris","L.","Malva",2,"kew-2504118",1,FALSE,0.8,0,NA,NA,NA,NA,"Malvaceae",NA,"Malva sylvestris",NA
"1861",64,"Silene gallica",NA,"Silene",2,"Silene gallica","L.","Silene",2,"kew-2488333",1,FALSE,0.8,0,NA,NA,NA,NA,"Caryophyllaceae",NA,"Silene gallica",NA
"1881",70,"Solanum dulcamara",NA,"Solanum",2,"Solanum dulcamara","L.","Solanum",2,"tro-29600249",1,FALSE,0.8,0,NA,NA,NA,NA,"Solanaceae",NA,"Solanum dulcamara",NA
"2077",72,"Verbena officinalis",NA,"Verbena",2,"Verbena officinalis","L.","Verbena",2,"kew-212527",1,FALSE,0.8,0,NA,NA,NA,NA,"Verbenaceae",NA,"Verbena officinalis",NA
"202",73,"Aristolochia clematitis",NA,"Aristolochia",2,"Aristolochia clematitis","L.","Aristolochia",2,"kew-2651289",1,FALSE,0.8,0,NA,NA,NA,NA,"Aristolochiaceae",NA,"Aristolochia clematitis",NA
"717",79,"Dipsacus fullonum",NA,"Dipsacus",2,"Dipsacus fullonum","L.","Dipsacus",2,"kew-2771857",1,FALSE,0.8,0,NA,NA,NA,NA,"Caprifoliaceae",NA,"Dipsacus fullonum",NA
"2003",81,"Trifolium campestre",NA,"Trifolium",2,"Trifolium campestre","Schreb.","Trifolium",2,"ild-8057",1,FALSE,0.8,0,NA,NA,NA,NA,"Leguminosae",NA,"Trifolium campestre",NA
"489",82,"Centranthus ruber",NA,"Centranthus",2,"Centranthus ruber","(L.) DC.","Centranthus",2,"kew-2709046",1,FALSE,0.8,0,NA,NA,NA,NA,"Caprifoliaceae",NA,"Centranthus ruber",NA
"287",83,"Borago officinalis",NA,"Borago",2,"Borago officinalis","L.","Borago",2,"kew-2679695",1,FALSE,0.8,0,NA,NA,NA,NA,"Boraginaceae",NA,"Borago officinalis",NA
"1992",85,"Tragopogon porrifolius",NA,"Tragopogon",2,"Tragopogon porrifolius","Pall. ex M.Bieb.","Tragopogon",2,"gcc-138015",1,FALSE,0.8,0,NA,NA,NA,NA,"Compositae",NA,"Tragopogon porrifolius","Multiple results"
"803",86,"Eryngium maritimum",NA,"Eryngium",2,"Eryngium maritimum","L.","Eryngium",2,"kew-2799418",1,FALSE,0.8,0,NA,NA,NA,NA,"Apiaceae",NA,"Eryngium maritimum",NA
"867",87,"Filipendula vulgaris",NA,"Filipendula",2,"Filipendula vulgaris","Moench","Filipendula",2,"rjp-3",1,FALSE,0.8,0,NA,NA,NA,NA,"Rosaceae",NA,"Filipendula vulgaris",NA
"1597",96,"Prunella vulgaris",NA,"Prunella",2,"Prunella vulgaris","L.","Prunella",2,"kew-166020",1,FALSE,0.8,0,NA,NA,NA,NA,"Lamiaceae",NA,"Prunella vulgaris",NA
"1816",98,"Sedum cepaea",NA,"Sedum",2,"Sedum cepaea","L.","Sedum",2,"kew-2482941",1,FALSE,0.8,0,NA,NA,NA,NA,"Crassulaceae",NA,"Sedum cepaea",NA
"673",101,"Dactylis glomerata",NA,"Dactylis",2,"Dactylis glomerata","L.","Dactylis",2,"kew-406640",1,FALSE,0.8,0,NA,NA,NA,NA,"Poaceae",NA,"Dactylis glomerata",NA
"2014",104,"Trifolium pratense",NA,"Trifolium",2,"Trifolium pratense","L.","Trifolium",2,"ild-8127",1,FALSE,0.8,0,NA,NA,NA,NA,"Leguminosae",NA,"Trifolium pratense",NA
"362",108,"Capsella bursa-pastoris",NA,"Capsella",2,"Capsella bursa-pastoris","(L.) Medik.","Capsella",2,"kew-2697999",1,FALSE,0.8,0,NA,NA,NA,NA,"Brassicaceae",NA,"Capsella bursa-pastoris",NA
"1260",109,"Medicago lupulina",NA,"Medicago",2,"Medicago lupulina","L.","Medicago",2,"ild-8519",1,FALSE,0.8,0,NA,NA,NA,NA,"Leguminosae",NA,"Medicago lupulina",NA
"1851",110,"Sherardia arvensis",NA,"Sherardia",2,"Sherardia arvensis","L.","Sherardia",2,"kew-190927",1,FALSE,0.8,0,NA,NA,NA,NA,"Rubiaceae",NA,"Sherardia arvensis",NA
"570",112,"Convolvulus arvensis",NA,"Convolvulus",2,"Convolvulus arvensis","L.","Convolvulus",2,"tro-8500005",1,FALSE,0.8,0,NA,NA,NA,NA,"Convolvulaceae",NA,"Convolvulus arvensis",NA
"802",113,"Eryngium campestre",NA,"Eryngium",2,"Eryngium campestre","L.","Eryngium",2,"kew-2799168",1,FALSE,0.8,0,NA,NA,NA,NA,"Apiaceae",NA,"Eryngium campestre",NA
"1817",114,"Sedum dasyphyllum",NA,"Sedum",2,"Sedum dasyphyllum","L.","Sedum",2,"kew-2483011",1,FALSE,0.8,0,NA,NA,NA,NA,"Crassulaceae",NA,"Sedum dasyphyllum",NA
"891",115,"Fumaria officinalis",NA,"Fumaria",2,"Fumaria officinalis","L.","Fumaria",2,"kew-2815499",1,FALSE,0.8,0,NA,NA,NA,NA,"Papaveraceae",NA,"Fumaria officinalis",NA
"742",120,"Echium vulgare",NA,"Echium",2,"Echium vulgare","L.","Echium",2,"kew-2784423",1,FALSE,0.8,0,NA,NA,NA,NA,"Boraginaceae",NA,"Echium vulgare",NA
"1926",124,"Stachys recta",NA,"Stachys",2,"Stachys recta","L.","Stachys",2,"kew-195519",1,FALSE,0.8,0,NA,NA,NA,NA,"Lamiaceae",NA,"Stachys recta",NA
"1068",130,"Iris pseudacorus",NA,"Iris",2,"Iris pseudacorus","L.","Iris",2,"kew-322261",1,FALSE,0.8,0,NA,NA,NA,NA,"Iridaceae",NA,"Iris pseudacorus",NA
"1495",136,"Phragmites australis",NA,"Phragmites",2,"Phragmites australis","(Cav.) Trin. ex Steud.","Phragmites",2,"kew-433921",1,FALSE,0.8,0,NA,NA,NA,NA,"Poaceae",NA,"Phragmites australis",NA
"1527",140,"Plantago lanceolata",NA,"Plantago",2,"Plantago lanceolata","L.","Plantago",2,"kew-2569834",1,FALSE,0.8,0,NA,NA,NA,NA,"Plantaginaceae",NA,"Plantago lanceolata",NA
"1435",141,"Papaver rhoeas",NA,"Papaver",2,"Papaver rhoeas","L.","Papaver",2,"kew-2561554",1,FALSE,0.8,0,NA,NA,NA,NA,"Papaveraceae",NA,"Papaver rhoeas",NA
"1122",144,"Lamium maculatum",NA,"Lamium",2,"Lamium maculatum","(L.) L.","Lamium",2,"kew-107516",1,FALSE,0.8,0,NA,NA,NA,NA,"Lamiaceae",NA,"Lamium maculatum",NA
"1834",145,"Senecio vulgaris",NA,"Senecio",2,"Senecio vulgaris","L.","Senecio",2,"gcc-110983",1,FALSE,0.8,0,NA,NA,NA,NA,"Compositae",NA,"Senecio vulgaris",NA
"959",146,"Glaucium flavum",NA,"Glaucium",2,"Glaucium flavum","Crantz","Glaucium",2,"kew-2826358",1,FALSE,0.8,0,NA,NA,NA,NA,"Papaveraceae",NA,"Glaucium flavum",NA
"1292",151,"Mercurialis annua",NA,"Mercurialis",2,"Mercurialis annua","L.","Mercurialis",2,"kew-125710",1,FALSE,0.8,0,NA,NA,NA,NA,"Euphorbiaceae",NA,"Mercurialis annua",NA
"1437",156,"Papaver somniferum",NA,"Papaver",2,"Papaver somniferum","L.","Papaver",2,"kew-2561497",1,FALSE,0.8,0,NA,NA,NA,NA,"Papaveraceae",NA,"Papaver somniferum",NA
"1792",164,"Saxifraga tridactylites",NA,"Saxifraga",2,"Saxifraga tridactylites","L.","Saxifraga",2,"kew-2584682",1,FALSE,0.8,0,NA,NA,NA,NA,"Saxifragaceae",NA,"Saxifraga tridactylites",NA
"1802",166,"Scilla bifolia",NA,"Scilla",2,"Scilla bifolia","L.","Scilla",2,"kew-288665",1,FALSE,0.8,0,NA,NA,NA,NA,"Asparagaceae",NA,"Scilla bifolia",NA
"154",169,"Anemone nemorosa",NA,"Anemone",2,"Anemone nemorosa","L.","Anemone",2,"kew-2638482",1,FALSE,0.8,0,NA,NA,NA,NA,"Ranunculaceae",NA,"Anemone nemorosa",NA
"1869",176,"Silene vulgaris",NA,"Silene",2,"Silene vulgaris","(Moench) Garcke","Silene",2,"kew-2487840",1,FALSE,0.8,0,NA,NA,NA,NA,"Caryophyllaceae",NA,"Silene vulgaris",NA
"182",177,"Arabidopsis thaliana",NA,"Arabidopsis",2,"Arabidopsis thaliana","(L.) Heynh.","Arabidopsis",2,"kew-2645262",1,FALSE,0.8,0,NA,NA,NA,NA,"Brassicaceae",NA,"Arabidopsis thaliana",NA
"265",178,"Bellis perennis",NA,"Bellis",2,"Bellis perennis","L.","Bellis",2,"gcc-29324",1,FALSE,0.8,0,NA,NA,NA,NA,"Compositae",NA,"Bellis perennis",NA
"1588",184,"Potentilla reptans",NA,"Potentilla",2,"Potentilla reptans","L.","Potentilla",2,"rjp-527",1,FALSE,0.8,0,NA,NA,NA,NA,"Rosaceae",NA,"Potentilla reptans","Multiple results"
"2016",185,"Trifolium repens",NA,"Trifolium",2,"Trifolium repens","L.","Trifolium",2,"ild-8135",1,FALSE,0.8,0,NA,NA,NA,NA,"Leguminosae",NA,"Trifolium repens",NA
"2089",187,"Veronica persica",NA,"Veronica",2,"Veronica persica","Poir.","Veronica",2,"kew-2463021",1,FALSE,0.8,0,NA,NA,NA,NA,"Plantaginaceae",NA,"Veronica persica",NA
"271",223,"Beta vulgaris",NA,"Beta",2,"Beta vulgaris","L.","Beta",2,"kew-2675613",1,FALSE,0.8,0,NA,NA,NA,NA,"Amaranthaceae",NA,"Beta vulgaris",NA
"1294",224,"Mespilus germanica",NA,"Mespilus",2,"Mespilus germanica","L.","Mespilus",2,"rjp-51",1,FALSE,0.8,0,NA,NA,NA,NA,"Rosaceae",NA,"Mespilus germanica",NA
"597",233,"Crataegus laevigata",NA,"Crataegus",2,"Crataegus laevigata","(Poir.) DC.","Crataegus",2,"rjp-477",1,FALSE,0.8,0,NA,NA,NA,NA,"Rosaceae",NA,"Crataegus laevigata",NA
"2006",236,"Trifolium fragiferum",NA,"Trifolium",2,"Trifolium fragiferum","L.","Trifolium",2,"ild-8079",1,FALSE,0.8,0,NA,NA,NA,NA,"Leguminosae",NA,"Trifolium fragiferum",NA
"925",240,"Galium verum",NA,"Galium",2,"Galium verum","L.","Galium",2,"kew-87863",1,FALSE,0.8,0,NA,NA,NA,NA,"Rubiaceae",NA,"Galium verum",NA
"1714",244,"Rubia peregrina",NA,"Rubia",2,"Rubia peregrina","L.","Rubia",2,"kew-180363",1,FALSE,0.8,0,NA,NA,NA,NA,"Rubiaceae",NA,"Rubia peregrina",NA
"115",247,"Amaranthus retroflexus",NA,"Amaranthus",2,"Amaranthus retroflexus","L.","Amaranthus",2,"kew-2633061",1,FALSE,0.8,0,NA,NA,NA,NA,"Amaranthaceae",NA,"Amaranthus retroflexus",NA
"1690",258,"Rosa agrestis",NA,"Rosa",2,"Rosa agrestis","Sw. ex Spreng.","Rosa",2,"rjp-52883",1,FALSE,0.8,0,NA,NA,NA,NA,"Rosaceae",NA,"Rosa agrestis","Multiple results"
"753",260,"Epilobium hirsutum",NA,"Epilobium",2,"Epilobium hirsutum","L.","Epilobium",2,"kew-2790521",1,FALSE,0.8,0,NA,NA,NA,NA,"Onagraceae",NA,"Epilobium hirsutum",NA
"2100",275,"Vicia faba",NA,"Vicia",2,"Vicia faba","L.","Vicia",2,"ild-7811",1,FALSE,0.8,0,NA,NA,NA,NA,"Leguminosae",NA,"Vicia faba",NA
"1652",281,"Ranunculus flammula",NA,"Ranunculus",2,"Ranunculus flammula","L.","Ranunculus",2,"kew-2523412",1,FALSE,0.8,0,NA,NA,NA,NA,"Ranunculaceae",NA,"Ranunculus flammula",NA
"355",283,"Campanula trachelium",NA,"Campanula",2,"Campanula trachelium","L.","Campanula",2,"kew-366545",1,FALSE,0.8,0,NA,NA,NA,NA,"Campanulaceae",NA,"Campanula trachelium","Multiple results"
"1220",288,"Lunaria annua",NA,"Lunaria",2,"Lunaria annua","L.","Lunaria",2,"kew-2344318",1,FALSE,0.8,0,NA,NA,NA,NA,"Brassicaceae",NA,"Lunaria annua",NA
"54",289,"Alliaria petiolata",NA,"Alliaria",2,"Alliaria petiolata","(M.Bieb.) Cavara & Grande","Alliaria",2,"kew-2628680",1,FALSE,0.8,0,NA,NA,NA,NA,"Brassicaceae",NA,"Alliaria petiolata",NA
"49",290,"Ajuga reptans",NA,"Ajuga",2,"Ajuga reptans","L.","Ajuga",2,"kew-5385",1,FALSE,0.8,0,NA,NA,NA,NA,"Lamiaceae",NA,"Ajuga reptans",NA
"1026",291,"Hordeum vulgare",NA,"Hordeum",2,"Hordeum vulgare","L.","Hordeum",2,"kew-419563",1,FALSE,0.8,0,NA,NA,NA,NA,"Poaceae",NA,"Hordeum vulgare",NA
"1777",294,"Salvia officinalis",NA,"Salvia",2,"Salvia officinalis","L.","Salvia",2,"kew-183353",1,FALSE,0.8,0,NA,NA,NA,NA,"Lamiaceae",NA,"Salvia officinalis",NA
"1808",297,"Scrophularia auriculata",NA,"Scrophularia",2,"Scrophularia auriculata","L.","Scrophularia",2,"kew-2586267",1,FALSE,0.8,0,NA,NA,NA,NA,"Scrophulariaceae",NA,"Scrophularia auriculata",NA
"1893",300,"Sonchus arvensis",NA,"Sonchus",2,"Sonchus arvensis","L.","Sonchus",2,"gcc-48853",1,FALSE,0.8,0,NA,NA,NA,NA,"Compositae",NA,"Sonchus arvensis",NA
"1793",301,"Scabiosa columbaria",NA,"Scabiosa",2,"Scabiosa columbaria","L.","Scabiosa",2,"kew-2593679",1,FALSE,0.8,0,NA,NA,NA,NA,"Caprifoliaceae",NA,"Scabiosa columbaria",NA
"483",305,"Centaurea solstitialis",NA,"Centaurea",2,"Centaurea solstitialis","Asso","Centaurea",2,"gcc-43771",1,FALSE,0.8,0,NA,NA,NA,NA,"Compositae",NA,"Centaurea solstitialis","Multiple results"
"984",307,"Helianthemum nummularium",NA,"Helianthemum",2,"Helianthemum nummularium","(L.) Mill.","Helianthemum",2,"kew-2842625",1,FALSE,0.8,0,NA,NA,NA,NA,"Cistaceae",NA,"Helianthemum nummularium","Multiple results"
"941",308,"Geranium molle",NA,"Geranium",2,"Geranium molle","L.","Geranium",2,"kew-2823621",1,FALSE,0.8,0,NA,NA,NA,NA,"Geraniaceae",NA,"Geranium molle",NA
"1905",310,"Sonchus oleraceus",NA,"Sonchus",2,"Sonchus oleraceus","(L.) L.","Sonchus",2,"gcc-26069",1,FALSE,0.8,0,NA,NA,NA,NA,"Compositae",NA,"Sonchus oleraceus",NA
"1023",312,"Hordeum murinum",NA,"Hordeum",2,"Hordeum murinum","L.","Hordeum",2,"kew-419414",1,FALSE,0.8,0,NA,NA,NA,NA,"Poaceae",NA,"Hordeum murinum",NA
"1440",313,"Parietaria judaica",NA,"Parietaria",2,"Parietaria judaica","L.","Parietaria",2,"kew-2546385",1,FALSE,0.8,0,NA,NA,NA,NA,"Urticaceae",NA,"Parietaria judaica",NA
"2048",314,"Umbilicus rupestris",NA,"Umbilicus",2,"Umbilicus rupestris","(Salisb.) Dandy","Umbilicus",2,"kew-2446661",1,FALSE,0.8,0,NA,NA,NA,NA,"Crassulaceae",NA,"Umbilicus rupestris",NA
"912",316,"Galium mollugo",NA,"Galium",2,"Galium mollugo","L.","Galium",2,"kew-86839",1,FALSE,0.8,0,NA,NA,NA,NA,"Rubiaceae",NA,"Galium mollugo",NA
"248",318,"Avena barbata",NA,"Avena",2,"Avena barbata","Pott ex Link","Avena",2,"kew-397352",1,FALSE,0.8,0,NA,NA,NA,NA,"Poaceae",NA,"Avena barbata","Multiple results"
"822",322,"Euphorbia helioscopia",NA,"Euphorbia",2,"Euphorbia helioscopia","L.","Euphorbia",2,"kew-80043",1,FALSE,0.8,0,NA,NA,NA,NA,"Euphorbiaceae",NA,"Euphorbia helioscopia",NA
"1741",324,"Rumex acetosella",NA,"Rumex",2,"Rumex acetosella","L.","Rumex",2,"kew-2424185",1,FALSE,0.8,0,NA,NA,NA,NA,"Polygonaceae",NA,"Rumex acetosella",NA
"2111",325,"Vicia sativa",NA,"Vicia",2,"Vicia sativa","L.","Vicia",2,"ild-7851",1,FALSE,0.8,0,NA,NA,NA,NA,"Leguminosae",NA,"Vicia sativa",NA
"93",326,"Alopecurus myosuroides",NA,"Alopecurus",2,"Alopecurus myosuroides","Huds.","Alopecurus",2,"kew-391472",1,FALSE,0.8,0,NA,NA,NA,NA,"Poaceae",NA,"Alopecurus myosuroides",NA
"1930",327,"Stellaria neglecta",NA,"Stellaria",2,"Stellaria neglecta","Weihe","Stellaria",2,"kew-2482630",1,FALSE,0.8,0,NA,NA,NA,NA,"Caryophyllaceae",NA,"Stellaria neglecta",NA
"1506",328,"Picris hieracioides",NA,"Picris",2,"Picris hieracioides","Sibth. & Sm.","Picris",2,"gcc-102955",1,FALSE,0.8,0,NA,NA,NA,NA,"Compositae",NA,"Picris hieracioides","Multiple results"
"529",330,"Chondrilla juncea",NA,"Chondrilla",2,"Chondrilla juncea","L.","Chondrilla",2,"gcc-129129",1,FALSE,0.8,0,NA,NA,NA,NA,"Compositae",NA,"Chondrilla juncea",NA
"1743",331,"Rumex crispus",NA,"Rumex",2,"Rumex crispus","L.","Rumex",2,"kew-2424294",1,FALSE,0.8,0,NA,NA,NA,NA,"Polygonaceae",NA,"Rumex crispus",NA
"1528",333,"Plantago major",NA,"Plantago",2,"Plantago major","L.","Plantago",2,"kew-2569743",1,FALSE,0.8,0,NA,NA,NA,NA,"Plantaginaceae",NA,"Plantago major",NA
"1046",336,"Hypericum perforatum",NA,"Hypericum",2,"Hypericum perforatum","L.","Hypericum",2,"kew-2858676",1,FALSE,0.8,0,NA,NA,NA,NA,"Hypericaceae",NA,"Hypericum perforatum",NA
"1123",340,"Lamium purpureum",NA,"Lamium",2,"Lamium purpureum","L.","Lamium",2,"kew-107573",1,FALSE,0.8,0,NA,NA,NA,NA,"Lamiaceae",NA,"Lamium purpureum",NA
"1946",348,"Syringa vulgaris",NA,"Syringa",2,"Syringa vulgaris","L.","Syringa",2,"kew-356495",1,FALSE,0.8,0,NA,NA,NA,NA,"Oleaceae",NA,"Syringa vulgaris",NA
"574",351,"Coriandrum sativum",NA,"Coriandrum",2,"Coriandrum sativum","L.","Coriandrum",2,"kew-2737546",1,FALSE,0.8,0,NA,NA,NA,NA,"Apiaceae",NA,"Coriandrum sativum",NA
"209",354,"Artemisia annua",NA,"Artemisia",2,"Artemisia annua","L.","Artemisia",2,"gcc-39740",1,FALSE,0.8,0,NA,NA,NA,NA,"Compositae",NA,"Artemisia annua",NA
"1789",355,"Saponaria officinalis",NA,"Saponaria",2,"Saponaria officinalis","L.","Saponaria",2,"kew-2484914",1,FALSE,0.8,0,NA,NA,NA,NA,"Caryophyllaceae",NA,"Saponaria officinalis",NA
"1341",357,"Nigella damascena",NA,"Nigella",2,"Nigella damascena","L.","Nigella",2,"kew-2381631",1,FALSE,0.8,0,NA,NA,NA,NA,"Ranunculaceae",NA,"Nigella damascena",NA
"2120",360,"Viola arvensis",NA,"Viola",2,"Viola arvensis","Murray","Viola",2,"kew-2464083",1,FALSE,0.8,0,NA,NA,NA,NA,"Violaceae",NA,"Viola arvensis",NA
"37",361,"Agrostemma githago",NA,"Agrostemma",2,"Agrostemma githago","L.","Agrostemma",2,"kew-2626726",1,FALSE,0.8,0,NA,NA,NA,NA,"Caryophyllaceae",NA,"Agrostemma githago",NA
"525",365,"Chelidonium majus",NA,"Chelidonium",2,"Chelidonium majus","L.","Chelidonium",2,"kew-2716702",1,FALSE,0.8,0,NA,NA,NA,NA,"Papaveraceae",NA,"Chelidonium majus",NA
"935",367,"Genista pilosa",NA,"Genista",2,"Genista pilosa","L.","Genista",2,"ild-8821",1,FALSE,0.8,0,NA,NA,NA,NA,"Leguminosae",NA,"Genista pilosa",NA
"1283",368,"Melittis melissophyllum",NA,"Melittis",2,"Melittis melissophyllum","L.","Melittis",2,"kew-124152",1,FALSE,0.8,0,NA,NA,NA,NA,"Lamiaceae",NA,"Melittis melissophyllum",NA
"814",370,"Euphorbia amygdaloides",NA,"Euphorbia",2,"Euphorbia amygdaloides","L.","Euphorbia",2,"kew-78308",1,FALSE,0.8,0,NA,NA,NA,NA,"Euphorbiaceae",NA,"Euphorbia amygdaloides",NA
"963",373,"Glechoma hederacea",NA,"Glechoma",2,"Glechoma hederacea","L.","Glechoma",2,"kew-90109",1,FALSE,0.8,0,NA,NA,NA,NA,"Lamiaceae",NA,"Glechoma hederacea",NA
"35",374,"Agrimonia eupatoria",NA,"Agrimonia",2,"Agrimonia eupatoria","Kitam.","Agrimonia",2,"rjp-34305",1,FALSE,0.8,0,NA,NA,NA,NA,"Rosaceae",NA,"Agrimonia eupatoria","Multiple results"
"1879",375,"Smyrnium olusatrum",NA,"Smyrnium",2,"Smyrnium olusatrum","L.","Smyrnium",2,"kew-2473605",1,FALSE,0.8,0,NA,NA,NA,NA,"Apiaceae",NA,"Smyrnium olusatrum",NA
"2131",378,"Vitis vinifera",NA,"Vitis",2,"Vitis vinifera","L.","Vitis",2,"kew-2457006",1,FALSE,0.8,0,NA,NA,NA,NA,"Vitaceae",NA,"Vitis vinifera",NA
"2043",379,"Ulex europaeus",NA,"Ulex",2,"Ulex europaeus","L.","Ulex",2,"ild-8476",1,FALSE,0.8,0,NA,NA,NA,NA,"Leguminosae",NA,"Ulex europaeus",NA
"2123",382,"Viola odorata",NA,"Viola",2,"Viola odorata","L.","Viola",2,"kew-2459312",1,FALSE,0.8,0,NA,NA,NA,NA,"Violaceae",NA,"Viola odorata",NA
"353",385,"Campanula rapunculus",NA,"Campanula",2,"Campanula rapunculus","L.","Campanula",2,"kew-365813",1,FALSE,0.8,0,NA,NA,NA,NA,"Campanulaceae",NA,"Campanula rapunculus",NA
"800",387,"Erodium moschatum",NA,"Erodium",2,"Erodium moschatum","(L.) L'Hér.","Erodium",2,"kew-2798354",1,FALSE,0.8,0,NA,NA,NA,NA,"Geraniaceae",NA,"Erodium moschatum",NA
"2094",391,"Viburnum lantana",NA,"Viburnum",2,"Viburnum lantana","L.","Viburnum",2,"kew-2455932",1,FALSE,0.8,0,NA,NA,NA,NA,"Adoxaceae",NA,"Viburnum lantana",NA
"830",392,"Euphorbia peplus",NA,"Euphorbia",2,"Euphorbia peplus","L.","Euphorbia",2,"kew-81421",1,FALSE,0.8,0,NA,NA,NA,NA,"Euphorbiaceae",NA,"Euphorbia peplus",NA
"1300",393,"Misopates orontium",NA,"Misopates",2,"Misopates orontium","(L.) Raf.","Misopates",2,"kew-2506761",1,FALSE,0.8,0,NA,NA,NA,NA,"Plantaginaceae",NA,"Misopates orontium",NA
"2052",395,"Urtica dioica",NA,"Urtica",2,"Urtica dioica","L.","Urtica",2,"kew-2448560",1,FALSE,0.8,0,NA,NA,NA,NA,"Urticaceae",NA,"Urtica dioica",NA
"1525",399,"Plantago coronopus",NA,"Plantago",2,"Plantago coronopus","L.","Plantago",2,"kew-2571444",1,FALSE,0.8,0,NA,NA,NA,NA,"Plantaginaceae",NA,"Plantago coronopus",NA
"1895",401,"Sonchus asper",NA,"Sonchus",2,"Sonchus asper","(L.) Hill","Sonchus",2,"gcc-130230",1,FALSE,0.8,0,NA,NA,NA,NA,"Compositae",NA,"Sonchus asper","Multiple results"
"1874",402,"Sisymbrium officinale",NA,"Sisymbrium",2,"Sisymbrium officinale","(L.) Scop.","Sisymbrium",2,"kew-2474949",1,FALSE,0.8,0,NA,NA,NA,NA,"Brassicaceae",NA,"Sisymbrium officinale",NA
"1126",404,"Lapsana communis",NA,"Lapsana",2,"Lapsana communis","L.","Lapsana",2,"gcc-43300",1,FALSE,0.8,0,NA,NA,NA,NA,"Compositae",NA,"Lapsana communis",NA
"1963",407,"Thalictrum flavum",NA,"Thalictrum",2,"Thalictrum flavum","L.","Thalictrum",2,"kew-2512664",1,FALSE,0.8,0,NA,NA,NA,NA,"Ranunculaceae",NA,"Thalictrum flavum",NA
